miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT756220,hsa-miR-182-3p,hsa,TERF2,7014,hsa,Luciferase reporter assay//Western blotting,Functional MTI,36426578
MIRT756221,hsa-miR-138-5p,hsa,APOBEC3B,9582,hsa,Luciferase reporter assay//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,34704004
MIRT756222,hsa-miR-1178-3p,hsa,SLC38A6,145389,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35813866
MIRT756223,hsa-miR-4270,hsa,MCM3,4172,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38200573
MIRT756224,hsa-miR-21-5p,hsa,AJUBA,84962,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36457985
MIRT756225,hsa-miR-187-3p,hsa,SATB2,23314,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,36517907
MIRT756226,hsa-miR-100-5p,hsa,USP15,9958,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36714373
MIRT756227,hsa-miR-95-3p,hsa,TRAF3,7187,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36727735
MIRT756228,hsa-miR-370-3p,hsa,CASP1,834,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36735415
MIRT061529,hsa-miR-15a-5p,hsa,BTG2,7832,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36841760
MIRT756231,hsa-miR-188-3p,hsa,ATG7,10533,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36846012
MIRT756233,hsa-miR-107,hsa,NFAT5,10725,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36934264
MIRT756235,hsa-miR-155-5p,hsa,JADE1,79960,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,37175531
MIRT756237,hsa-miR-1-3p,hsa,NEAT1,283131,hsa,Luciferase reporter assay,Functional MTI,34787068
MIRT756238,hsa-miR-1-3p,hsa,GNA12,2768,hsa,Luciferase reporter assay,Functional MTI,34787068
MIRT756239,hsa-miR-26a-5p,hsa,NEAT1,283131,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,34804856
MIRT756240,hsa-miR-26a-5p,hsa,FANCE,2178,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34804856
MIRT756243,hsa-miR-3188,hsa,BCL2,596,hsa,Luciferase reporter assay//Western blotting,Functional MTI,38565755
MIRT756244,hsa-miR-23a-3p,hsa,NOL4,8715,hsa,Luciferase reporter assay,Functional MTI,37372085
MIRT756245,hsa-miR-23a-3p,hsa,SOX6,55553,hsa,Luciferase reporter assay,Functional MTI,37372085
MIRT756246,hsa-miR-23a-3p,hsa,GOLGA6C,653641,hsa,Luciferase reporter assay,Functional MTI,37372085
MIRT756247,hsa-miR-23a-3p,hsa,PCDHA9,9752,hsa,Luciferase reporter assay,Functional MTI,37372085
MIRT756248,hsa-miR-23a-3p,hsa,G2E3,55632,hsa,Luciferase reporter assay,Functional MTI,37372085
MIRT756249,hsa-miR-23a-3p,hsa,ZNF695,57116,hsa,Luciferase reporter assay,Functional MTI,37372085
MIRT756250,hsa-miR-23a-3p,hsa,CEP41,95681,hsa,Luciferase reporter assay,Functional MTI,37372085
MIRT756251,hsa-miR-23a-3p,hsa,RGPD1,400966,hsa,Luciferase reporter assay,Functional MTI,37372085
MIRT756252,hsa-miR-23a-3p,hsa,GOLGA6B,55889,hsa,Luciferase reporter assay,Functional MTI,37372085
MIRT756253,hsa-miR-23a-3p,hsa,LMLN,89782,hsa,Luciferase reporter assay,Functional MTI,37372085
MIRT756254,hsa-miR-23b-3p,hsa,NOL4,8715,hsa,Luciferase reporter assay,Functional MTI,37372085
MIRT756255,hsa-miR-23b-3p,hsa,SOX6,55553,hsa,Luciferase reporter assay,Functional MTI,37372085
MIRT756256,hsa-miR-23b-3p,hsa,GOLGA6C,653641,hsa,Luciferase reporter assay,Functional MTI,37372085
MIRT756257,hsa-miR-23b-3p,hsa,ZNF695,57116,hsa,Luciferase reporter assay,Functional MTI,37372085
MIRT548285,hsa-miR-497-5p,hsa,FASN,2194,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34789312
MIRT756258,hsa-miR-148a-3p,hsa,CDK5R1,8851,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35024240
MIRT736105,hsa-miR-148a-3p,hsa,PTEN,5728,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35024240
MIRT756260,hsa-miR-1301-3p,hsa,RHOA,387,hsa,Luciferase reporter assay,Functional MTI,35256884
MIRT756261,hsa-miR-31-5p,hsa,TNS1,7145,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35037949
MIRT756262,hsa-miR-135a-5p,hsa,DLX5,1749,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38760791
MIRT756263,hsa-miR-148a-5p,hsa,SMAD4,4089,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35006577
MIRT025790,hsa-miR-7-5p,hsa,OSBPL11,114885,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35012554
MIRT756264,hsa-miR-186-5p,hsa,ANXA9,8416,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37841425
MIRT756265,hsa-miR-27a-3p,hsa,TGFBR2,7048,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38372101
MIRT756266,hsa-miR-27a-3p,hsa,TCF7L2,6934,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38372101
MIRT756267,hsa-miR-150-5p,hsa,TREM1,54210,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37326693
MIRT046136,hsa-miR-30b-5p,hsa,RAB22A,57403,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36789688
MIRT756268,hsa-miR-101-5p,hsa,DUSP6,1848,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37300650
MIRT756269,hsa-miR-526b-3p,hsa,MAPRE1,22919,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35198024
MIRT756270,hsa-miR-135a-5p,hsa,PTPN1,5770,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35610725
MIRT756271,hsa-miR-29b-3p,hsa,YWHAE,7531,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35928803
MIRT444740,hsa-miR-3611,hsa,GCG,2641,hsa,Western blotting//qRT-PCR,Functional MTI,35071451
MIRT756272,hsa-miR-130a-3p,hsa,S1PR1,1901,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunohistochemistry (IHC)//Immunofluorescence//Flow cytometry//ELISA//RNA pull down assay,Functional MTI,36582210
MIRT756273,hsa-miR-200a-3p,hsa,KLF6,1316,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37975481
MIRT756274,hsa-miR-423-5p,hsa,SLIT2,9353,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//In situ hybridization,Functional MTI,38902704
MIRT756275,hsa-miR-423-5p,hsa,PGM5-AS1,572558,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//In situ hybridization,Functional MTI,38902704
MIRT756276,hsa-miR-4757-3p,hsa,WNT5A,7474,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36814555
MIRT756277,hsa-miR-4757-3p,hsa,WNT8B,7479,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36814555
MIRT756280,hsa-miR-493-5p,hsa,RAB27A,5873,hsa,Luciferase reporter assay//Northern blotting,Functional MTI,37249278
MIRT756281,hsa-miR-493-5p,hsa,NEAT1,283131,hsa,Luciferase reporter assay//Northern blotting,Functional MTI,37249278
MIRT756282,hsa-miR-103a-3p,hsa,BCL2L13,23786,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37442983
MIRT756283,hsa-miR-338-3p,hsa,STAT1,6772,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37479855
MIRT437741,hsa-miR-34a-5p,hsa,CLOCK,9575,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37561715
MIRT756287,hsa-miR-26a-5p,hsa,ZBTB7C,201501,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37562773
MIRT756288,hsa-miR-222-3p,hsa,IRF2,3660,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37621743
MIRT756289,hsa-miR-148a-3p,hsa,SLC7A11,23657,hsa,Western blotting//qRT-PCR,Functional MTI,37686618
MIRT756291,hsa-miR-27a-3p,hsa,CXCL2,2920,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37854860
MIRT437422,hsa-miR-196a-5p,hsa,NFKBIA,4792,hsa,Luciferase reporter assay,Functional MTI,35655924
MIRT756298,hsa-miR-125a-5p,hsa,CDH5,1003,hsa,Luciferase reporter assay//Immunofluorescence,Functional MTI,35401562
MIRT756299,hsa-miR-125a-5p,hsa,PTPN1,5770,hsa,Luciferase reporter assay//Immunofluorescence,Functional MTI,35401562
MIRT756300,hsa-miR-125a-5p,hsa,CCR2,729230,hsa,Luciferase reporter assay//Immunofluorescence,Functional MTI,35401562
MIRT756301,hsa-miR-181a-3p,hsa,MET,4233,hsa,Luciferase reporter assay,Functional MTI,38030594
MIRT756302,hsa-miR-181a-3p,hsa,CD24,100133941,hsa,Luciferase reporter assay,Functional MTI,38030594
MIRT756303,hsa-miR-7-5p,hsa,AMBRA1,55626,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38393538
MIRT244293,hsa-miR-30d-5p,hsa,SERPINE1,5054,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38393683
MIRT756307,hsa-miR-675-3p,hsa,SESN3,143686,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34409922
MIRT054456,hsa-miR-140-5p,hsa,IGF1R,3480,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36243800
MIRT756317,hsa-miR-29b-1-5p,hsa,BCL2,596,hsa,Western blotting//Immunofluorescence,Functional MTI,38934067
MIRT756318,hsa-miR-29b-1-5p,hsa,BAX,581,hsa,Western blotting//Immunofluorescence,Functional MTI,38934067
MIRT756319,hsa-miR-29b-1-5p,hsa,CASP3,836,hsa,Western blotting//Immunofluorescence,Functional MTI,38934067
MIRT756320,hsa-miR-29b-1-5p,hsa,CASP9,842,hsa,Western blotting,Functional MTI,38934067
MIRT756321,hsa-miR-92a-1-5p,hsa,MAPK1,5594,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37131239
MIRT756322,hsa-miR-29b-1-5p,hsa,GJA1,2697,hsa,Western blotting//Immunofluorescence,Functional MTI,38934067
MIRT756324,hsa-miR-329-5p,hsa,FAP,2191,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38459511
MIRT756326,hsa-miR-493-5p,hsa,E2F3,1871,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34460057
MIRT756327,hsa-miR-30c-1-3p,hsa,TRIP13,9319,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//Immunohistochemistry (IHC),Functional MTI,37627217
MIRT756328,hsa-miR-30c-2-3p,hsa,TRIP13,9319,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//Immunohistochemistry (IHC),Functional MTI,37627217
MIRT756329,hsa-miR-214-5p,hsa,SMAD4,4089,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34742256
MIRT756330,hsa-miR-1286,hsa,COL5A2,1290,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34766472
MIRT756331,hsa-miR-24-2-5p,hsa,GNAI3,2773,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34803495
MIRT756332,hsa-miR-1251-5p,hsa,AHNAK,79026,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35321017
MIRT756333,hsa-miR-103a-3p,hsa,GREM2,64388,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35619575
MIRT756334,hsa-miR-4429,hsa,UBE2C,11065,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35866591
MIRT756341,hsa-miR-518a-5p,hsa,MMP2,4313,hsa,Western blotting//qRT-PCR,Functional MTI,37132750
MIRT756342,hsa-miR-518a-5p,hsa,MMP9,4318,hsa,Western blotting//qRT-PCR,Functional MTI,37132750
MIRT526968,hsa-miR-129-5p,hsa,PAX7,5081,hsa,Western blotting//qRT-PCR,Functional MTI,37294527
MIRT756348,hsa-miR-129-5p,hsa,TPRG1,285386,hsa,Western blotting//qRT-PCR,Functional MTI,37294527
MIRT756349,hsa-miR-129-5p,hsa,ZIC2,7546,hsa,Western blotting//qRT-PCR,Functional MTI,37294527
MIRT756350,hsa-miR-221-3p,hsa,GBP2,2634,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38450521
MIRT756351,hsa-miR-23b-5p,hsa,TMEM127,55654,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35941331
MIRT756352,hsa-miR-26a-5p,hsa,PLCB1,23236,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36054706
MIRT756355,hsa-let-7b-5p,hsa,RUNX2,860,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36611957
MIRT756356,hsa-miR-26b-3p,hsa,CEP135,9662,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36820950
MIRT473699,hsa-miR-30a-5p,hsa,MAPK8,5599,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35001794
MIRT756358,hsa-miR-338-3p,hsa,RPS23,6228,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36562844
MIRT756359,hsa-miR-4429,hsa,JAK2,3717,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35722358
MIRT756364,hsa-miR-29b-3p,hsa,LIN7A,8825,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,38957040
MIRT756365,hsa-miR-6788-5p,hsa,PAK1,5058,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Flow cytometry,Functional MTI,36636079
MIRT756366,hsa-miR-21-5p,hsa,CARMN,728264,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,37273106
MIRT756372,hsa-let-7a-5p,hsa,RREB1,6239,hsa,Luciferase reporter assay,Functional MTI,37596700
MIRT756375,hsa-miR-4454,hsa,VPS4A,27183,hsa,Luciferase reporter assay,Functional MTI,34777698
MIRT756376,hsa-miR-4454,hsa,RAB27A,5873,hsa,Luciferase reporter assay,Functional MTI,34777698
MIRT756377,hsa-miR-139-5p,hsa,SIRT1,23411,hsa,Western blotting,Functional MTI,37794118
MIRT756378,hsa-miR-139-5p,hsa,BAX,581,hsa,Western blotting,Functional MTI,37794118
MIRT756379,hsa-miR-139-5p,hsa,CASP3,836,hsa,Western blotting,Functional MTI,37794118
MIRT756381,hsa-miR-34a-3p,hsa,LEF1,51176,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunofluorescence//In situ hybridization,Functional MTI,36611960
MIRT756382,hsa-miR-219a-2-3p,hsa,STC1,6781,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,35927233
MIRT756383,hsa-miR-219a-2-3p,hsa,POSTN,10631,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,35927233
MIRT756384,hsa-miR-1915-3p,hsa,USP2,9099,hsa,Luciferase reporter assay//Western blotting//Immunohistochemistry (IHC),Functional MTI,34599680
MIRT756385,hsa-miR-1915-3p,hsa,PFKFB3,5209,hsa,Luciferase reporter assay//Western blotting//Immunohistochemistry (IHC),Functional MTI,34599680
MIRT756386,hsa-miR-370-3p,hsa,HCG18,414777,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,34618022
MIRT756387,hsa-miR-370-3p,hsa,EGFR,1956,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,34618022
MIRT756388,hsa-miR-135a-3p,hsa,LINC00313,114038,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,35980503
MIRT756389,hsa-miR-135a-3p,hsa,STAT6,6778,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,35980503
MIRT756390,hsa-miR-106b-5p,hsa,SIRT2,22933,hsa,Luciferase reporter assay//Western blotting,Functional MTI,36308623
MIRT735382,hsa-miR-146a-5p,hsa,MYD88,4615,hsa,Western blotting,Functional MTI,36210830
MIRT756394,hsa-miR-141-3p,hsa,SIRT1,23411,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34868528
MIRT491899,hsa-miR-6891-5p,hsa,YWHAE,7531,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38361148
MIRT756397,hsa-miR-181d-5p,hsa,NCALD,83988,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35014676
MIRT756398,hsa-miR-551b-3p,hsa,AQP3,360,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37000315
MIRT756399,hsa-miR-125a-3p,hsa,TMBIM4,51643,hsa,Luciferase reporter assay//Western blotting//Flow cytometry,Functional MTI,36173547
MIRT756400,hsa-miR-122-5p,hsa,SMAD3,4088,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36982775
MIRT756402,hsa-miR-148a-3p,hsa,CNTN4,152330,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,36544657
MIRT756403,hsa-miR-25-3p,hsa,NEUROD1,4760,hsa,Luciferase reporter assay//Western blotting,Functional MTI,35194770
MIRT756404,hsa-miR-551b-3p,hsa,PVT1,5820,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37000315
MIRT756406,hsa-miR-584-5p,hsa,YAP1,10413,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunohistochemistry (IHC),Functional MTI,35358000
MIRT756407,hsa-miR-376a-3p,hsa,ANXA2P1,303,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,33398718
MIRT756409,hsa-miR-27a-3p,hsa,CD55,1604,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36741376
MIRT756410,hsa-miR-150-5p,hsa,BAP1,8314,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35833822
MIRT756411,hsa-miR-134-3p,hsa,SOX9,6662,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35779228
MIRT756413,hsa-miR-1827,hsa,SNHG3,8420,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35814830
MIRT756414,hsa-miR-210-5p,hsa,TGIF2,60436,hsa,Luciferase reporter assay//Western blotting//ChIP-seq,Functional MTI,34965271
MIRT756415,hsa-miR-122-5p,hsa,MUC1,4582,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38983125
MIRT756416,hsa-miR-545-3p,hsa,UBFD1,56061,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,38511057
MIRT031160,hsa-miR-19b-3p,hsa,CD46,4179,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37093132
MIRT756417,hsa-miR-93-5p,hsa,CCND2,894,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35306579
MIRT756418,hsa-miR-99a-3p,hsa,BRCA1,672,hsa,Luciferase reporter assay,Functional MTI,38803352
MIRT756419,hsa-miR-26a-2-3p,hsa,BRCA1,672,hsa,Luciferase reporter assay,Functional MTI,38803352
MIRT756420,hsa-miR-340-5p,hsa,PROX1,5629,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34495369
MIRT756421,hsa-miR-340-5p,hsa,EMP2,2013,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,34495369
MIRT756422,hsa-miR-181a-5p,hsa,HSPA5,3309,hsa,Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,35715868
MIRT756423,hsa-miR-127-3p,hsa,ARF6,382,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,35678943
MIRT756426,hsa-miR-205-3p,hsa,DDI2,84301,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunohistochemistry (IHC)//Flow cytometry,Functional MTI,35783157
MIRT756428,hsa-miR-596,hsa,YAP1,10413,hsa,Western blotting//qRT-PCR//Immunofluorescence//ELISA,Functional MTI,35961957
MIRT756434,hsa-miR-338-3p,hsa,GLS,2744,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36050752
MIRT756436,hsa-miR-122-5p,hsa,BCL9,607,hsa,Western blotting//qRT-PCR,Functional MTI,35229987
MIRT756437,hsa-miR-4261,hsa,ATP2B4,493,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunofluorescence//Flow cytometry//Immunocytochemistry (ICC),Functional MTI,36091107
MIRT537315,hsa-miR-1271-5p,hsa,FOXO1,2308,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunofluorescence//ChIP-seq//Flow cytometry,Functional MTI,36298739
MIRT756438,hsa-miR-574-5p,hsa,CTDSP1,58190,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,36311195
MIRT756439,hsa-miR-421,hsa,TMEM100,55273,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,35371319
MIRT756440,hsa-miR-1225-5p,hsa,FNDC3B,64778,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP),Functional MTI,36357650
MIRT756443,hsa-miR-513a-3p,hsa,BMP2,650,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,37118847
MIRT756444,hsa-miR-140-3p,hsa,PAK2,5062,hsa,Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//Immunohistochemistry (IHC),Functional MTI,36740679
MIRT756445,Mir-4723,hsa,WNT7A,7476,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,35517414
MIRT756446,hsa-miR-1200,hsa,CDX2,1045,hsa,Luciferase reporter assay,Functional MTI,36076262
MIRT756447,hsa-miR-625-3p,hsa,SCAI,286205,hsa,Luciferase reporter assay,Functional MTI,35988100
MIRT756448,hsa-miR-1275,hsa,EIF5A2,56648,hsa,Luciferase reporter assay,Functional MTI,36290289
MIRT756449,hsa-miR-424-5p,hsa,NUAK1,9891,hsa,Luciferase reporter assay,Functional MTI,34097192
MIRT756450,hsa-miR-378a-3p,hsa,ODC1,4953,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36457036
MIRT756451,hsa-miR-200c-3p,hsa,ITGA3,3675,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36995683
MIRT756452,hsa-let-7a-5p,hsa,PLAG1,5324,hsa,Luciferase reporter assay,Functional MTI,36249072
MIRT756454,hsa-miR-378a-3p,hsa,FOXQ1,94234,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36457036
MIRT756455,hsa-miR-200c-3p,hsa,ITGB4,3691,hsa,Luciferase reporter assay//Western blotting//qRT-PCR,Functional MTI,36995683
MIRT756456,hsa-miR-200c-3p,hsa,AR,367,hsa,Western blotting//qRT-PCR,Functional MTI,36995683
MIRT756457,hsa-miR-199a-5p,hsa,S100A8,6279,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,36920714
MIRT756458,hsa-miR-199a-5p,hsa,S100A7,6278,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,36920714
MIRT756459,hsa-miR-199a-5p,hsa,XDH,7498,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,36920714
MIRT756460,hsa-miR-200c-3p,hsa,CD44,960,hsa,Western blotting,Functional MTI,36995683
MIRT756463,hsa-miR-369-3p,hsa,SUCNR1,56670,hsa,Luciferase reporter assay,Functional MTI,38703377
MIRT756465,hsa-miR-382-5p,hsa,NR1H4,9971,hsa,Luciferase reporter assay,Functional MTI,34712060
MIRT756473,hsa-miR-93-5p,hsa,DCUN1D3,123879,hsa,Luciferase reporter assay,Functional MTI,36656536
